name,description,url,image_url
Serie E01-41 - Pinza universa…,"Serie E01-41 - Pinza universale combinata - finitura lucida, impugnature DuoTech a norma DIN ISO 5746, TS 11068
 ideali per tagliare fili duri e morbidiacciaio da utensili specialefinitura lucida elettrolucidata",https://www.unishop.it/160/0701-700-160-01,/images/unishop_products_utensili/SerieE01-41-Pinzauniversa.webp
J04-250L - Cesoia doppia leva…,"J04-250L - Cesoia doppia leva taglio sinistrorso - per lamiere per taglio di acciaio laminato fino 1,2mm e acciaio inossidabile fino 0,9mmtaglio senza sforzolame da 40mm in acciaio al cromo molibdeno con finitura satinataimpugnatura soft-grip",https://www.unishop.it/250/0701-740-251-01,/images/unishop_products_utensili/J04-250L-Cesoiadoppialeva.webp
Serie G01 - Cacciavite a inta…,"Serie G01 - Cacciavite a intaglio isolato C-PLUS - omologato VDE a norma VDE 0682 Teil 201, DIN ISO 2380
 per lavori sotto tensione fino a 1000 V AC o 1500 V DCgambo in acciaio al cromo vanadio molibdeno isolatoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta neratestati individualmente in conformità con la norma DIN EN 60900:2004",https://www.unishop.it/tg-5-5/0701-855-125-01,/images/unishop_products_utensili/SerieG01-Cacciaviteainta.webp
I38-2 - Tagliatubi mini,"I38-2 - Tagliatubi mini Per il taglio di tubi in rame, lega e lega leggeracorpo in lega leggera1 rotellina di taglio inclusafinitura verniciata a polvere",https://www.unishop.it/3-16/0701-730-138-02,/images/unishop_products_utensili/I38-2-Tagliatubimini.webp
Serie CB/250D - Espositore in…,"Serie CB/250D - Espositore inserti 1/4\"" PH - da 240 pezzi contenuto: 20 scatole appendibili da 12 pezzi",https://www.unishop.it/ph1/0701-600-901-01,/images/unishop_products_utensili/SerieCB250D-Espositorein.webp
Serie F17 Stubby - Cacciaviti…,"Serie F17 Stubby - Cacciaviti Pozidriv C-PLUS a norma DIN ISO 8764-1/2, TS 59-1/5/6
 gambo in acciaio al cromo vanadio molibdenoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta nera",https://www.unishop.it/pzd2/0701-412-025-01,/images/unishop_products_utensili/SerieF17Stubby-Cacciaviti.webp
P05 - Flessometro,P05 - Flessometro classe di precisione CEE IIcassa in ABSnastro metrico,https://www.unishop.it/19x5mt/0701-783-819-01,/images/unishop_products_utensili/P05-Flessometro.webp
Serie C02/H - Bussola esagona…,"Serie C02/H - Bussola esagonale 1/4\"" a norma DIN 3124, TS ISO 2725-1
 impronta esagonalein acciaio cromo vanadiofinitura cromata lucida",https://www.unishop.it/ch4-5/0701-240-045-01,/images/unishop_products_utensili/SerieC02H-Bussolaesagona.webp
H99-12-06 - Set cacciaviti mi…,"H99-12-06 - Set cacciaviti mini per elettronica a intaglio/Phillips - da 6 pezzi TG- 1.5x40, 2.0x60, 2.5x80, 3.0x80 mmPH00x60, PH0x60 mm",https://www.unishop.it/0701-800-006-01,/images/unishop_products_utensili/H99-12-06-Setcacciavitimi.webp
Serie B01 - Chiave combinata,"Serie B01 - Chiave combinata a norma DIN 3113, TS ISO 7738
 testa ad anello inclinata a 15°in acciaio 31CrV3finitura cromata satinata",https://www.unishop.it/ch19/0701-000-019-01,/images/unishop_products_utensili/SerieB01-Chiavecombinata.webp
Serie L01 - Martello industria,"Serie L01 - Martello industria a norma DIN 1041, ISO 15601, TS 5
 acciaio da utensili specialebattente temprato ad induzionemanico in frassinotesta fissata con cuneo d’acciaio",https://www.unishop.it/1000gr/0701-770-010-01,/images/unishop_products_utensili/SerieL01-Martelloindustria.webp
Serie E06-41 - Tronchesino ta…,"Serie E06-41 - Tronchesino taglio diagonale - finitura lucida, impugnature DuoTech a norma DIN ISO 5749, TS 11071
 ideali per tagliare fili duri e morbidiacciaio da utensili specialefinitura lucida elettrolucidata",https://www.unishop.it/180/0701-701-180-01,/images/unishop_products_utensili/SerieE06-41-Tronchesinota.webp
H99-04-06 - Set cacciaviti mi…,"H99-04-06 - Set cacciaviti mini per elettronica TX - da 6 pezzi T5x40, T6x40, T7x40, T8x40, T9x60, T10x60",https://www.unishop.it/0701-800-007-01,/images/unishop_products_utensili/H99-04-06-Setcacciavitimi.webp
Serie P10 - Rotella metrica l…,Serie P10 - Rotella metrica lunghi C-Grip - nastro in fibra di vetro classe di precisione CEE IInastro metrico in fibra di vetro stampato sui due latirocchetto con manovella ripiegabilecassa in ABS e soft-gripmeccanismo di riavvolgimento a ingranaggi,https://www.unishop.it/15x20mt/0701-784-020-01,/images/unishop_products_utensili/SerieP10-Rotellametrical.webp
Serie CB/350D - Espositore in…,"Serie CB/350D - Espositore inserti 1/4\"" PZD - da 240 pezzi contenuto: 20 scatole appendibili da 12 pezzi",https://www.unishop.it/pzd1/0701-600-921-01,/images/unishop_products_utensili/SerieCB350D-Espositorein.webp
J04-250S - Cesoia doppia leva…,"J04-250S - Cesoia doppia leva taglio dritto - per lamiere per taglio di acciaio laminato fino 1,2mm e acciaio inossidabile fino 0,9mmtaglio senza sforzolame da 40 mm in acciaio al cromo molibdeno con finitura satinataimpugnatura soft-grip",https://www.unishop.it/250/0701-740-253-01,/images/unishop_products_utensili/J04-250S-Cesoiadoppialeva.webp
Serie L01-H - Manico di ricam…,Serie L01-H - Manico di ricambio per martello - per art. 0701 700... I manici vengono forniti con il relativo cuneo d’acciaio,https://www.unishop.it/0701-772-150-01,/images/unishop_products_utensili/SerieL01-H-Manicodiricam.webp
Serie F17 - Cacciaviti Pozidr…,"Serie F17 - Cacciaviti Pozidriv C-PLUS a norma DIN ISO 8764-1/2, TS 59-1/5/6
 gambo in acciaio al cromo vanadio molibdenoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta nera",https://www.unishop.it/pzd0/0701-410-060-01,/images/unishop_products_utensili/SerieF17-CacciavitiPozidr.webp
I32-2 - Tagliatubi,"I32-2 - Tagliatubi per il taglio di tubi in rame, lega e lega leggeracorpo in lega leggera2 rotellina di taglio inclusafinitura verniciata a polvere",https://www.unishop.it/3-30/0701-730-132-02,/images/unishop_products_utensili/I32-2-Tagliatubi.webp
BT/8001 - Bussola per bit,"BT/8001 - Bussola per bit - attacco E 6,3-1/4\""",https://www.unishop.it/25/0701-200-000-01,/images/unishop_products_utensili/BT8001-Bussolaperbit.webp
B01/P12 - Set chiavi combinate,"B01/P12 - Set chiavi combinate - da 12 pezzi a norma DIN 3113, TS ISO 7738
 misure 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 22 mmtesta ad anello inclinata a 15°in acciaio 31CrV3finitura cromata satinatasupporto in plastica",https://www.unishop.it/0701-000-0-01,/images/unishop_products_utensili/B01P12-Setchiavicombinate.webp
Serie G02 - Cacciavite Philli…,"Serie G02 - Cacciavite Phillips isolato C-PLUS - omologato VDE a norma VDE 0682 Teil 201, DIN ISO 8764
 per lavori sotto tensione fino a 1000 V AC o 1500 V DCgambo in acciaio al cromo vanadio molibdeno isolatoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta neratestati individualmente in conformità con la norma DIN EN 60900:2004",https://www.unishop.it/ph2/0701-802-100-01,/images/unishop_products_utensili/SerieG02-CacciavitePhilli.webp
P17-B03 - Set filo a piombo e…,"P17-B03 - Set filo a piombo e battitraccia 
per tracciare con polvere speciale
utilizzabile anche come filo a piombo
avvolgitore rapido pieghevole
guscio in ABS soft-grip
fornito completo di una bottiglia di gesso e livella da filo",https://www.unishop.it/30mt/0701-787-031-01,/images/unishop_products_utensili/P17-B03-Setfiloapiomboe.webp
Serie F14 Stubby - Cacciaviti…,"Serie F14 Stubby - Cacciaviti Phillips C-PLUS a norma DIN ISO 8764-1/2, TS 59-1/5/6
 gambo in acciaio al cromo vanadio molibdenoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta nera",https://www.unishop.it/ph1/0701-401-025-01,/images/unishop_products_utensili/SerieF14Stubby-Cacciaviti.webp
Chiavi di manovra,"Serie B01 - Chiave combinata a norma DIN 3113, TS ISO 7738
 testa ad anello inclinata a 15°in acciaio 31CrV3finitura cromata satinata",https://www.unishop.it/utensili/cetaform/chiavi-di-manovra/,/images/unishop_products_utensili/Chiavidimanovra.webp
Chiavi a bussola e accessori,"Serie C02/H - Bussola esagonale 1/4\"" a norma DIN 3124, TS ISO 2725-1
 impronta esagonalein acciaio cromo vanadiofinitura cromata lucida",https://www.unishop.it/utensili/cetaform/chiavi-a-bussola-e-accessori/,/images/unishop_products_utensili/Chiaviabussolaeaccessori.webp
Inserti e cacciaviti,"Serie F17 Stubby - Cacciaviti Pozidriv C-PLUS a norma DIN ISO 8764-1/2, TS 59-1/5/6
 gambo in acciaio al cromo vanadio molibdenoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta nera",https://www.unishop.it/utensili/cetaform/inserti-e-cacciaviti/,/images/unishop_products_utensili/Insertiecacciaviti.webp
Pinze e tenaglie,"Serie E01-41 - Pinza universale combinata - finitura lucida, impugnature DuoTech a norma DIN ISO 5746, TS 11068
 ideali per tagliare fili duri e morbidiacciaio da utensili specialefinitura lucida elettrolucidata",https://www.unishop.it/utensili/cetaform/pinze-e-tenaglie/,/images/unishop_products_utensili/Pinzeetenaglie.webp
Elettrico e VDE 1000V,"Serie G01 - Cacciavite a intaglio isolato C-PLUS - omologato VDE a norma VDE 0682 Teil 201, DIN ISO 2380
 per lavori sotto tensione fino a 1000 V AC o 1500 V DCgambo in acciaio al cromo vanadio molibdeno isolatoimpugnatura soft-grip C-PLUSfinitura cromata satinatapunta neratestati individualmente in conformità con la norma DIN EN 60900:2004",https://www.unishop.it/utensili/cetaform/elettrico-e-vde-1000v/,/images/unishop_products_utensili/ElettricoeVDE1000V.webp
Elettronica,"H99-12-06 - Set cacciaviti mini per elettronica a intaglio/Phillips - da 6 pezzi TG- 1.5x40, 2.0x60, 2.5x80, 3.0x80 mmPH00x60, PH0x60 mm",https://www.unishop.it/utensili/cetaform/elettronica/,/images/unishop_products_utensili/Elettronica.webp
Idraulica,"I38-2 - Tagliatubi mini Per il taglio di tubi in rame, lega e lega leggeracorpo in lega leggera1 rotellina di taglio inclusafinitura verniciata a polvere",https://www.unishop.it/utensili/cetaform/idraulica/,/images/unishop_products_utensili/Idraulica.webp
Utensili da taglio e lime,"J04-250L - Cesoia doppia leva taglio sinistrorso - per lamiere per taglio di acciaio laminato fino 1,2mm e acciaio inossidabile fino 0,9mmtaglio senza sforzolame da 40mm in acciaio al cromo molibdeno con finitura satinataimpugnatura soft-grip",https://www.unishop.it/utensili/cetaform/utensili-da-taglio-e-lime/,/images/unishop_products_utensili/Utensilidataglioelime.webp
Utensili di misurazione,P05 - Flessometro classe di precisione CEE IIcassa in ABSnastro metrico,https://www.unishop.it/utensili/cetaform/utensili-di-misurazione/,/images/unishop_products_utensili/Utensilidimisurazione.webp
Manutenzione,"Serie L01 - Martello industria a norma DIN 1041, ISO 15601, TS 5
 acciaio da utensili specialebattente temprato ad induzionemanico in frassinotesta fissata con cuneo d’acciaio",https://www.unishop.it/utensili/cetaform/manutenzione/,/images/unishop_products_utensili/Manutenzione.webp
Esposizione,"Serie CB/250D - Espositore inserti 1/4\"" PH - da 240 pezzi contenuto: 20 scatole appendibili da 12 pezzi",https://www.unishop.it/utensili/cetaform/esposizione/,/images/unishop_products_utensili/Esposizione.webp
"Impronta Phillips C 6,3","Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/ph4/0702-600-024-01,/images/unishop_products_utensili/ImprontaPhillipsC63.webp
Magnetico,"Portainserto attacco E 6,3-1/4\""",https://www.unishop.it/75/0702-602-005-01,/images/unishop_products_utensili/Magnetico.webp
Bussola esagonale magnetico c…,Bussole e portabussole,https://www.unishop.it/ch8/0614-176-715-01,/images/unishop_products_utensili/Bussolaesagonalemagneticoc.webp
Impronta TX in blister,"Inserto 1/4\"" TENZ inserto ottimale con tolleranze minime sull’impronta delle viti TENZaumento della stabilità di avvitamento senza rischio di sgranaturabanda colorata inserto TX30 di facile distinzione",https://www.unishop.it/tx40/0170-050-040-01,/images/unishop_products_utensili/ImprontaTXinblister.webp
"Inserto 1/4"" MAVOX","Inserto 1/4\"" MAVOX - supermagnetico 
tenuta magnetica ultraforte fino a 1kg, anche con viti extralunghe
fissare e avvitare con una sola mano
anello magnetico completamente rimovibile
inserto in acciaio S2 di alta qualità
supporto ottimale anche per trapani a percussione",https://www.unishop.it/tx40/0614-016-040-01,/images/unishop_products_utensili/Inserto14MAVOX.webp
"Impronta Pozidriv C 6,3","Inserto 1/4\"" Classic new - DIN 3126 
durezza minima HrC 58
elevata coppia di serraggio
protezione sabbiata e oleata",https://www.unishop.it/pzd3/0702-600-043-01,/images/unishop_products_utensili/ImprontaPozidrivC63.webp
