name,description,url,image_url
Scarpa d`ancoraggio con ali i…,"Scarpa d`ancoraggio con ali interne - in acciaio zincato a fuoco certificata ETA-09/0021 (ad esclusione - 45x70 e 60x100)
idonea come raccordo tra travi principali e supporto.
Fissaggio sul trave mediante chiodi per carpenteria zigrinati.
Ancoraggio sul supporto mediante tasselli metallici pesanti, viti multi-monti o resine chimiche con barra filettata.",https://www.unishop.it/120x160/0685-109-214-01,/images/unishop_products_carpe/Scarpadancoraggioconalii.webp
Scarpa d`ancoraggio con ali i…,"Scarpa d`ancoraggio con ali interne XXL   - in acciaio zincato a fuoco certificata ETA-08/0184 idonea come raccordo tra travi principali e supporto. Fissaggio sul trave mediante chiodi per carpenteria zigrinati. Ancoraggio sul supporto mediante tasselli metallici pesanti, viti multi-monti o resine chimiche con barra filettata.",https://www.unishop.it/160x240/0685-109-051-01,/images/unishop_products_carpe/Scarpadancoraggioconalii.webp
Supporto a muro ad U leggero,"Supporto a muro ad U leggero - in acciaio zincato a fuoco idoneo per accoppiamenti liberi. Il supporto a muro viene usato principalmente per giunzioni orizzontali
Ancoraggio sul supporto mediante tasselli metallici pesanti, viti multi-monti o resine chimiche con barra filettata",https://www.unishop.it/90x90x94/0685-109-405-01,/images/unishop_products_carpe/SupportoamuroadUleggero.webp
Supporto a muro ad U pesante,"Supporto a muro ad U pesante - in acciaio zincato a fuoco idoneo per accoppiamenti liberi. Il supporto a muro viene usato principalmente per giunzioni orizzontali
Ancoraggio sul supporto mediante tasselli metallici pesanti, viti multi-monti o resine chimiche con barra filettata
Con supporti a spessore maggiorato possono essere utilizzati per il fissaggio di due listoni paralleli",https://www.unishop.it/90x90x90/0685-109-408-01,/images/unishop_products_carpe/SupportoamuroadUpesante.webp
WGK-FIX - Piastra angolare se…,"WGK-FIX - Piastra angolare semplice - in acciaio zincato a fuoco certificata ETA-09/0355 e ETA-08/0183
idonea come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/90x90x65/0685-109-284-01,/images/unishop_products_carpe/WGK-FIX-Piastraangolarese.webp
WV-FIX - Piastra angolare ner…,"WV-FIX - Piastra angolare nervata - in acciaio zincato a fuoco certificata ETA-08/0183
idonea come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/90x90x65/0685-109-292-01,/images/unishop_products_carpe/WV-FIX-Piastraangolarener.webp
WVH-FIX - Piastra angolare ne…,"WVH-FIX - Piastra angolare nervata alta - in acciaio zincato a fuoco certificata ETA-11/0457 (escluso la misura 95x110x250)
idonea come giunzione tra parete in legno e soletta di fondazione in calcestruzzo, collegamento tra pareti e solai di edifici in legno, utilizzare sempre in combinazione con WH-FIX
resistente alle forze di taglio trasmesse dal sisma e/o dal vento.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/250x110x95/0685-109-289-01,/images/unishop_products_carpe/WVH-FIX-Piastraangolarene.webp
WG-FIX - Piastra angolare sem…,"WG-FIX - Piastra angolare semplice - in acciaio zincato a fuoco certificata ETA-09/0355 escluso la misura 40x40x20
idoneo come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/100x100x100/0685-109-275-01,/images/unishop_products_carpe/WG-FIX-Piastraangolaresem.webp
WGX-FIX - Piastra angolare se…,"WGX-FIX - Piastra angolare semplice inox - in acciaio inox A4 certificata ETA-09/0312
idoneo come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/40x40x40/0685-110-262-01,/images/unishop_products_carpe/WGX-FIX-Piastraangolarese.webp
WF-FIX - Piastra angolare ner…,"WF-FIX - Piastra angolare nervata a doppia foratura - in acciaio zincato a fuoco certificata ETA-09/0355
idoneo come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati o viti per legno TE",https://www.unishop.it/80x50x30/0685-109-279-01,/images/unishop_products_carpe/WF-FIX-Piastraangolarener.webp
KR-FIX - Piastra angolare a d…,"KR-FIX - Piastra angolare a doppio rinforzo - in acciaio zincato a fuoco ad alta protezione certificata ETA-13/1060
idonea per raccordo di travi in legno su calcestruzzo, murature o acciaio.
Il bordo piegato assicura alta tenuta e la rende idonea anche per collegamenti di elementi di sostegno.
Fissaggio mediante chiodi per carpenteria zigrinati, tasselli metallici pesanti, resine chimiche con barre filettate, viti multi-monti.
Foro ovale 13.5 x 24.5 mm",https://www.unishop.it/95x90x65/0685-109-294-01,/images/unishop_products_carpe/KR-FIX-Piastraangolaread.webp
Piastra angolare a 135°,"Piastra angolare a 135° - in acciaio zincato a fuoco certificata ETA-09/0355
idonea come giunzione raccordo di elementi strutturali in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/50x50x40/0685-109-370-01,/images/unishop_products_carpe/Piastraangolarea135.webp
Piastra diritta a T,"Piastra diritta a T - in acciaio zincato a fuoco idonea come giunzione su elementi in legno sottoposti a carichi limitati e dove non è richiesto certificato di idoneità statica.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/80/0685-109-229-01,/images/unishop_products_carpe/PiastradirittaaT.webp
Ancoraggio laterale universale,"Ancoraggio laterale universale - in acciaio zincato a fuoco certificato ETA-14/0105
idoneo per fissaggio punti di intersezione di elementi in legno o fissaggio di arcarecci su architravi.
Possibilità di montaggio sia sul lato destro che sinistro. 
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/36x170/0685-109-341-01,/images/unishop_products_carpe/Ancoraggiolateraleuniversale.webp
Piastra dritta rettangolare,"Piastra dritta rettangolare - in acciaio zincato a fuoco marcata CE secondo EN 14545 
idonea come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/55x140/0685-109-232-01,/images/unishop_products_carpe/Piastradrittarettangolare.webp
Piastra dritta rettangolare a…,"Piastra dritta rettangolare angoli 45° - in acciaio zincato a fuoco marcata CE secondo EN 14545 
idonea come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/65x175/0685-109-233-01,/images/unishop_products_carpe/Piastradrittarettangolarea.webp
Piastra dritta rettangolare i…,"Piastra dritta rettangolare inox - in acciaio inox A4 idonea come giunzione su elementi in legno sottoposti a carichi limitati e dove non è richiesto certificato di idoneità statica.
Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art 0196 8..)",https://www.unishop.it/35x100/0685-110-231-01,/images/unishop_products_carpe/Piastradrittarettangolarei.webp
Piastra dritta rettangolare,"Piastra dritta rettangolare - in acciaio zincato a fuoco marcata CE secondo EN 14545 
idonea come giunzione su elementi in legno sottoposti a carichi limitati.
Fissaggio mediante chiodi per carpenteria zigrinati",https://www.unishop.it/80x300/0685-109-248-01,/images/unishop_products_carpe/Piastradrittarettangolare.webp
Nastro forato pesante,"Nastro forato pesante - in acciaio zincato a fuoco certificato DIN EN 14545:2008
sistema di irrigidimento e controventamento diagonale per tetti, pareti e giunzioni legno/legno.
Il nastro forato viene ovunque applicata dove sia impossibile utilizzare controventature convenzionali in legno per stabilizzare la struttura del tetto.
Alta resistenza grazie alle nervature di rinforzo dei bordi smussati, fissaggio mediante chiodi per carpenteria zigrinati.",https://www.unishop.it/40x50-mt/0685-109-352-01,/images/unishop_products_carpe/Nastroforatopesante.webp
Leggera,"Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/20x20x50/2683-274-100-01,/images/unishop_products_carpe/Leggera.webp
Angoli di rinforzo,Angoli di rinforzo - in acciaio zincato,https://www.unishop.it/60x60x12/0683-638-01,/images/unishop_products_carpe/Angolidirinforzo.webp
Lastrine forate con cod. EAN,Lastrine forate con cod. EAN - in acciaio zincato,https://www.unishop.it/15x250/2759-871-250-01,/images/unishop_products_carpe/LastrineforateconcodEAN.webp
Quadrata,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/45x45/0683-270-01,/images/unishop_products_carpe/Quadrata.webp
Quadrata,"Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/45x45/2683-270-01,/images/unishop_products_carpe/Quadrata.webp
Leggera,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/20x20x50/0683-274-100-01,/images/unishop_products_carpe/Leggera.webp
Rettangolare,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/35x70/0683-271-01,/images/unishop_products_carpe/Rettangolare.webp
Rinforzata,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/19x19x37/0683-274-200-01,/images/unishop_products_carpe/Rinforzata.webp
Rettangolare,"Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/35x70/2683-271-01,/images/unishop_products_carpe/Rettangolare.webp
Rinforzata,"Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/19x19x37/2683-274-200-01,/images/unishop_products_carpe/Rinforzata.webp
Lastrine forate rinforzate,Lastrine forate rinforzate - in acciaio zincato,https://www.unishop.it/20x300/0759-881-300-02,/images/unishop_products_carpe/Lastrineforaterinforzate.webp
"Angoli di rinforzo, fascettati","Angoli di rinforzo, fascettati - in acciaio zincato, con codice EAN",https://www.unishop.it/50x50x12/2683-637-01,/images/unishop_products_carpe/Angolidirinforzofascettati.webp
Rinforzata doppia diritta,"Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/40x40x30/2683-275-40-01,/images/unishop_products_carpe/Rinforzatadoppiadiritta.webp
Rinforzata doppia diritta,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/80x80x30/0683-275-80-01,/images/unishop_products_carpe/Rinforzatadoppiadiritta.webp
Lastrine diritte,Lastrine diritte - in acciaio zincato,https://www.unishop.it/15x140/0683-661-01,/images/unishop_products_carpe/Lastrinediritte.webp
Rettangolare diritta,"Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/30x80/2683-276-830-01,/images/unishop_products_carpe/Rettangolarediritta.webp
Lastrine forate rinforzate co…,Lastrine forate rinforzate con cod. EAN - in acciaio zincato,https://www.unishop.it/20x300/2759-881-300-01,/images/unishop_products_carpe/Lastrineforaterinforzateco.webp
Rettangolare diritta,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/30x80/0683-276-830-01,/images/unishop_products_carpe/Rettangolarediritta.webp
Rettangolare rinforzata,"Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/40x90/2683-269-100-01,/images/unishop_products_carpe/Rettangolarerinforzata.webp
"Lastrine diritte, fascettate","Lastrine diritte, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/15x80/2683-658-01,/images/unishop_products_carpe/Lastrinedirittefascettate.webp
Rettangolare rinforzata,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/40x90/0683-269-100-01,/images/unishop_products_carpe/Rettangolarerinforzata.webp
Rinforzata doppia,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/48x48x40/0683-274-300-01,/images/unishop_products_carpe/Rinforzatadoppia.webp
Rinforzata doppia,"Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/30x30x30/2683-274-30-01,/images/unishop_products_carpe/Rinforzatadoppia.webp
Mini,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/25x22x21/0683-273-01,/images/unishop_products_carpe/Mini.webp
Angoli di rinforzo,Angoli di rinforzo - in acciaio zincato,https://www.unishop.it/angoli-di-rinforzo/e533970b-bf80-4328-92e3-ffffad04e37a,/images/unishop_products_carpe/Angolidirinforzo.webp
"Angoli di rinforzo, fascettati","Angoli di rinforzo, fascettati - in acciaio zincato, con codice EAN",https://www.unishop.it/angoli-di-rinforzo-fascettati/dab8c78c-f860-4f6a-aec9-5acbac38b870,/images/unishop_products_carpe/Angolidirinforzofascettati.webp
Lastrine diritte,Lastrine diritte - in acciaio zincato,https://www.unishop.it/lastrine-diritte/f522b868-411b-4e17-bcbf-5cbf79f4673f,/images/unishop_products_carpe/Lastrinediritte.webp
"Lastrine diritte, fascettate","Lastrine diritte, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/lastrine-diritte-fascettate/36b8712c-05c4-4cf3-b289-86164614ef38,/images/unishop_products_carpe/Lastrinedirittefascettate.webp
Lastrine angolari,Lastrine angolari - in acciaio,https://www.unishop.it/lastrine-angolari/17b8db81-137a-4e8b-8c05-29df47efe149,/images/unishop_products_carpe/Lastrineangolari.webp
"Lastrine angolari, fascettate","Lastrine angolari, fascettate - in acciaio",https://www.unishop.it/lastrine-angolari-fascettate/70a843ed-9684-465c-93d3-7f68e04b7350,/images/unishop_products_carpe/Lastrineangolarifascettate.webp
Lastrine angolari piegate,Lastrine angolari piegate - in acciaio,https://www.unishop.it/lastrine-angolari-piegate/fd1a0ce8-f841-4fd0-9eb5-db3dc4d47f44,/images/unishop_products_carpe/Lastrineangolaripiegate.webp
"Lastrine angolari piegate, fascettate","Lastrine angolari piegate, fascettate - in acciaio zincato",https://www.unishop.it/lastrine-angolari-piegate-fascettate/9acc1619-e50e-428f-b195-3e787f685bc9,/images/unishop_products_carpe/Lastrineangolaripiegatefascettate.webp
"Lastrine angolari piegate, fascettate","Lastrine angolari piegate, fascettate - in acciaio bronzato",https://www.unishop.it/lastrine-angolari-piegate-fascettate/a459e33a-f12a-4fdb-afcd-4f50cc5fa422,/images/unishop_products_carpe/Lastrineangolaripiegatefascettate.webp
Lastrine angolari nervate,Lastrine angolari nervate - in acciaio zincato,https://www.unishop.it/lastrine-angolari-nervate/26176eca-4984-4f8e-84b9-9024e134414c,/images/unishop_products_carpe/Lastrineangolarinervate.webp
"Lastrine angolari nervate, fascettate","Lastrine angolari nervate, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/lastrine-angolari-nervate-fascettate/3973f122-708f-42fd-b380-f38eb5175ce5,/images/unishop_products_carpe/Lastrineangolarinervatefascettate.webp
Lastrine angolari pesanti,Lastrine angolari pesanti - in acciaio zincato,https://www.unishop.it/lastrine-angolari-pesanti/c8a3abaf-124f-45bc-bdcf-7486195db2ac,/images/unishop_products_carpe/Lastrineangolaripesanti.webp
"Lastrine angolari pesanti, fascettate","Lastrine angolari pesanti, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/lastrine-angolari-pesanti-fascettate/e5106936-57fa-445a-8326-12b1d73eadc0,/images/unishop_products_carpe/Lastrineangolaripesantifascettate.webp
Piastre di fissaggio diritte leggere,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-di-fissaggio-diritte-leggere/,/images/unishop_products_carpe/Piastredifissaggiodiritteleggere.webp
"Piastre di fissaggio diritte leggere, fascettate","Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-di-fissaggio-diritte-leggere-fascettate/,/images/unishop_products_carpe/Piastredifissaggiodiritteleggerefascettate.webp
Piastre fissaggio angolare leggere,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-fissaggio-angolare-leggere/,/images/unishop_products_carpe/Piastrefissaggioangolareleggere.webp
"Piastre fissaggio angolare leggere, fascettate","Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-fissaggio-angolare-leggere-fascettate/,/images/unishop_products_carpe/Piastrefissaggioangolareleggerefascettate.webp
Lastrine forate,Lastrine forate con cod. EAN - in acciaio zincato,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/lastrine-forate/,/images/unishop_products_carpe/Lastrineforate.webp
Vite con piastrina ed occhiolo,Vite con piastrina ed occhiolo - zincata gialla,https://www.unishop.it/vite-con-piastrina-ed-occhiolo/43102cf5-6ecf-40cf-94a3-9ba5c54d7d96,/images/unishop_products_carpe/Viteconpiastrinaedocchiolo.webp
In alluminio,Borchie copripalo quadrate con sfera,https://www.unishop.it/91x91/0685-109-534-01,/images/unishop_products_carpe/Inalluminio.webp
In alluminio,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/71x71/0685-109-512-01,/images/unishop_products_carpe/Inalluminio.webp
In plastica marrone scuro,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe80/0685-109-817-01,/images/unishop_products_carpe/Inplasticamarronescuro.webp
Giunzione a cavallotto da pie…,Giunzione a cavallotto da piegare - in acciaio zincato a fuoco idoneo per recinzioni e steccati. Fissaggio mediante chiodi per carpenteria zigrinati o viti Ruspert®Silver (art. 0196 8..),https://www.unishop.it/700/0685-109-196-01,/images/unishop_products_carpe/Giunzioneacavallottodapie.webp
Brunito,Catenacci di sicurezza con portalucchetto - con fori di montaggio coperti in chiusura,https://www.unishop.it/120/0685-130-186-01,/images/unishop_products_carpe/Brunito.webp
Zincato bianco,Catenacci di sicurezza con portalucchetto - con fori di montaggio coperti in chiusura,https://www.unishop.it/160/0685-130-187-01,/images/unishop_products_carpe/Zincatobianco.webp
In rame,Borchie copripalo quadrate con sfera,https://www.unishop.it/91x91/0685-109-734-01,/images/unishop_products_carpe/Inrame.webp
In plastica verdone,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe120/0685-109-825-01,/images/unishop_products_carpe/Inplasticaverdone.webp
In rame,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/71x71/0685-109-712-01,/images/unishop_products_carpe/Inrame.webp
Piastra angolare per pali ton…,"Piastra angolare per pali tondi - in acciaio zincato a fuoco certificata ETA-09/0355
idoneo per pali di recinzione
Fissaggio mediante chiodi, viti legno TE o viti Ruspert®Silver (art. 0196 8..)",https://www.unishop.it/oe60-120/0685-109-016-01,/images/unishop_products_carpe/Piastraangolareperpaliton.webp
In plastica marrone chiaro,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/70x70/0685-109-808-01,/images/unishop_products_carpe/Inplasticamarronechiaro.webp
In rame,"Borchie copripalo rotonde le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/oe100/0685-109-725-01,/images/unishop_products_carpe/Inrame.webp
In plastica marrone scuro,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/90x90/0685-109-810-01,/images/unishop_products_carpe/Inplasticamarronescuro.webp
In plastica verdone,"Borchie copripalo quadrate le borchie in plastica non sono preforate. 
Per il fissaggio delle stesse sono utilizzabili viti truciolari o autofilettanti, chiodi, colle e sigillanti legno-plastica",https://www.unishop.it/90x90/0685-109-812-01,/images/unishop_products_carpe/Inplasticaverdone.webp
Moschettone con tirante per a…,"Moschettone con tirante per altalena - in acciaio zincato bianco Il moschettone con tirante, può essere agganciato a qualsiasi seggiolino con anello all’estremità dell’altalena. Il fissaggio avviene inserito dal basso il perno e fissato con rondella e doppio dado sulla parte superiore del trave. 
rotella in Nylon
2 dadi e 1 rondella in acciaio",https://www.unishop.it/m12x140/0685-109-907-01,/images/unishop_products_carpe/Moschettonecontirantepera.webp
Cerniera piana a T,Cerniera piana a T - zincata bianca,https://www.unishop.it/121/0685-130-217-01,/images/unishop_products_carpe/CernierapianaaT.webp
Cerniera piana rinforzata,"Cerniera piana rinforzata - perno sfilabile, zincata bianca",https://www.unishop.it/75x75/0685-133-224-01,/images/unishop_products_carpe/Cernierapianarinforzata.webp
Cerniera piana rinforzata,"Cerniera piana rinforzata - perno in ottone, zincata bianca",https://www.unishop.it/35x200/0685-133-202-02,/images/unishop_products_carpe/Cernierapianarinforzata.webp
